Fips,Population,Longitude,Latitude,Km2,UrbanDensity,PercentUrban,Emp-11,Est-11,Pay-11,Emp-21,Est-21,Pay-21,Emp-22,Est-22,Pay-22,Emp-23,Est-23,Pay-23,Emp-42,Est-42,Pay-42,Emp-51,Est-51,Pay-51,Emp-52,Est-52,Pay-52,Emp-53,Est-53,Pay-53,Emp-54,Est-54,Pay-54,Emp-55,Est-55,Pay-55,Emp-56,Est-56,Pay-56,Emp-61,Est-61,Pay-61,Emp-62,Est-62,Pay-62,Emp-71,Est-71,Pay-71,Emp-72,Est-72,Pay-72,Emp-81,Est-81,Pay-81,Emp-99,Est-99,Pay-99
25011,71.0,-95.22,33.2,1876.21,2.2,0.15,94.0,6.0,2696.0,,,,146.0,9.0,16356.0,732.0,165.0,43991.0,1098.0,56.0,60686.0,236.0,30.0,13792.0,447.0,62.0,24684.0,99.0,40.0,3394.0,650.0,126.0,32137.0,608.0,7.0,46842.0,627.0,82.0,29212.0,1527.0,34.0,74244.0,3671.0,176.0,145519.0,676.0,40.0,13118.0,1933.0,156.0,37916.0,657.0,188.0,18169.0,5.0,3.0,244.0
25013,468.0,-72.61,42.13,1642.73,3.65,4.2,22.0,11.0,1098.0,,,,1351.0,24.0,170369.0,7191.0,950.0,550359.0,7314.0,392.0,444902.0,2170.0,133.0,128080.0,8239.0,485.0,835287.0,2762.0,409.0,107202.0,7022.0,754.0,478750.0,3104.0,54.0,222270.0,6244.0,515.0,238824.0,9168.0,144.0,274695.0,42812.0,1218.0,2127035.0,3965.0,134.0,71316.0,17573.0,910.0,365804.0,8354.0,1006.0,250286.0,9.0,18.0,579.0
25015,161.0,-72.62,42.34,1412.25,2.63,1.02,30.0,10.0,850.0,18.0,5.0,1466.0,121.0,9.0,12398.0,1945.0,352.0,110409.0,1606.0,100.0,86782.0,763.0,79.0,46514.0,1637.0,166.0,106800.0,461.0,116.0,18831.0,1734.0,356.0,102211.0,257.0,14.0,14692.0,1309.0,208.0,46657.0,10860.0,115.0,344697.0,10040.0,451.0,512704.0,673.0,89.0,15554.0,6088.0,397.0,122295.0,2234.0,410.0,81728.0,2.0,11.0,246.0
25017,1601.0,-71.4,42.49,2194.03,5.46,10.54,179.0,32.0,6751.0,89.0,10.0,6433.0,3211.0,55.0,436886.0,41721.0,4732.0,3394922.0,48194.0,1943.0,5975296.0,62557.0,1284.0,9675569.0,30830.0,2135.0,3260087.0,14947.0,1889.0,1058805.0,140393.0,6992.0,20397749.0,44211.0,393.0,7512214.0,51860.0,2710.0,3018561.0,88756.0,931.0,5119433.0,120794.0,5021.0,6387513.0,14641.0,842.0,390951.0,71611.0,4049.0,1946731.0,31230.0,4423.0,1362747.0,191.0,121.0,9433.0
25019,11.0,-70.01,41.32,146.1,0.0,0.0,,,,,,,,,,954.0,333.0,70555.0,39.0,8.0,3518.0,94.0,15.0,6223.0,96.0,16.0,6246.0,131.0,80.0,15165.0,236.0,72.0,16882.0,36.0,4.0,4297.0,501.0,140.0,49350.0,106.0,13.0,4166.0,562.0,34.0,37297.0,261.0,38.0,26361.0,664.0,132.0,59004.0,233.0,57.0,13980.0,1.0,3.0,131.0
25021,700.0,-71.18,42.15,1069.2,3.74,9.01,45.0,14.0,2078.0,125.0,7.0,9031.0,1102.0,24.0,140396.0,20638.0,2265.0,1829079.0,20556.0,971.0,1599595.0,13037.0,393.0,1064461.0,24648.0,1211.0,2836441.0,7283.0,947.0,600139.0,21772.0,2687.0,2387172.0,12864.0,141.0,1185386.0,21391.0,1208.0,1271168.0,14404.0,426.0,602642.0,53274.0,2533.0,2600295.0,8361.0,398.0,457044.0,30045.0,1723.0,677605.0,15484.0,2035.0,625610.0,65.0,49.0,3503.0
25023,515.0,-96.22,42.74,1820.14,3.7,1.83,69.0,17.0,2665.0,48.0,5.0,3350.0,1353.0,26.0,228320.0,13357.0,1848.0,1070897.0,7529.0,528.0,567449.0,2173.0,165.0,142120.0,7419.0,667.0,646415.0,1582.0,445.0,92706.0,12408.0,1240.0,681484.0,5735.0,106.0,538203.0,8157.0,863.0,435120.0,2873.0,177.0,99676.0,36440.0,1337.0,1744271.0,4759.0,288.0,110799.0,21567.0,1151.0,452113.0,7917.0,1317.0,250303.0,47.0,30.0,2081.0
25025,797.0,-72.86,40.88,171.71,11.0,72.18,31.0,8.0,2590.0,,,,1779.0,49.0,232757.0,13898.0,1100.0,1441427.0,14110.0,635.0,1984630.0,25357.0,677.0,3360990.0,75348.0,1953.0,17572365.0,13887.0,1424.0,1217927.0,80249.0,3488.0,10732115.0,24733.0,185.0,3079686.0,28531.0,1171.0,1524168.0,61927.0,434.0,2814218.0,143203.0,1991.0,10474024.0,13702.0,404.0,984232.0,67112.0,2809.0,2125532.0,23829.0,2409.0,1161327.0,112.0,67.0,5751.0
25027,825.0,-71.87,42.37,4089.96,3.94,1.99,158.0,32.0,5095.0,143.0,9.0,10364.0,1735.0,42.0,173580.0,15469.0,2314.0,1107751.0,14141.0,856.0,960034.0,3907.0,268.0,246933.0,15441.0,861.0,1273866.0,3762.0,740.0,190407.0,20121.0,1879.0,1863732.0,7832.0,108.0,624366.0,13894.0,1108.0,538160.0,18113.0,315.0,635483.0,71106.0,2200.0,3576837.0,4557.0,268.0,111078.0,27944.0,1802.0,558652.0,11421.0,1918.0,366609.0,60.0,38.0,1416.0
26001,10.0,-83.59,44.68,1799.09,0.0,0.0,60.0,8.0,2651.0,,,,,,,50.0,21.0,1882.0,9.0,4.0,305.0,,,,42.0,11.0,1044.0,2.0,4.0,210.0,33.0,12.0,1392.0,,,,26.0,8.0,896.0,,,,195.0,12.0,6563.0,43.0,5.0,1559.0,123.0,20.0,2134.0,56.0,19.0,812.0,4.0,4.0,52.0
26003,9.0,-86.53,46.4,2427.43,0.0,0.0,45.0,8.0,2250.0,,,,,,,93.0,24.0,4602.0,43.0,3.0,4226.0,47.0,7.0,3313.0,74.0,10.0,3266.0,15.0,6.0,455.0,18.0,8.0,719.0,,,,22.0,9.0,739.0,,,,213.0,17.0,9585.0,5.0,5.0,352.0,324.0,53.0,7709.0,88.0,27.0,1703.0,,,
26005,116.0,-85.89,42.59,2182.29,1.77,0.02,99.0,12.0,5003.0,48.0,8.0,2626.0,130.0,12.0,14711.0,2416.0,361.0,150434.0,1754.0,125.0,135580.0,119.0,25.0,3393.0,414.0,93.0,21530.0,256.0,86.0,9847.0,1828.0,174.0,145621.0,2032.0,8.0,132410.0,1695.0,110.0,61710.0,476.0,27.0,13339.0,3041.0,190.0,117596.0,306.0,34.0,8917.0,3227.0,221.0,60725.0,1396.0,284.0,39312.0,12.0,5.0,456.0
26007,29.0,-83.67,45.02,1550.07,1.63,0.06,13.0,9.0,492.0,13.0,3.0,1233.0,69.0,6.0,5575.0,476.0,81.0,20538.0,445.0,33.0,24741.0,164.0,15.0,5816.0,268.0,38.0,13874.0,127.0,18.0,2828.0,249.0,35.0,15606.0,,,,318.0,37.0,10629.0,35.0,6.0,318.0,2735.0,88.0,113708.0,100.0,13.0,2399.0,1026.0,77.0,15271.0,490.0,98.0,11896.0,31.0,23.0,237.0
26009,23.0,-85.11,44.99,1360.25,0.0,0.0,13.0,4.0,464.0,5.0,4.0,93.0,,,,328.0,97.0,14623.0,32.0,12.0,1889.0,42.0,13.0,1282.0,113.0,28.0,6276.0,60.0,22.0,2383.0,125.0,37.0,3977.0,10.0,3.0,161.0,31.0,27.0,1982.0,,,,346.0,48.0,11114.0,27.0,9.0,1512.0,1016.0,63.0,21637.0,223.0,63.0,6670.0,,,
26011,15.0,-83.87,44.06,962.89,0.0,0.0,,,,,,,,,,86.0,33.0,3541.0,92.0,4.0,5309.0,14.0,3.0,424.0,74.0,15.0,3280.0,22.0,4.0,562.0,125.0,19.0,12829.0,,,,32.0,11.0,1752.0,,,,557.0,38.0,20795.0,297.0,9.0,10759.0,395.0,42.0,7164.0,89.0,28.0,2190.0,,,
26013,8.0,-88.39,46.64,2377.12,0.0,0.0,62.0,13.0,2873.0,,,,,,,68.0,16.0,3913.0,80.0,4.0,3588.0,47.0,4.0,2950.0,50.0,7.0,2209.0,5.0,3.0,154.0,19.0,4.0,710.0,,,,,,,35.0,3.0,565.0,290.0,17.0,11271.0,,,,185.0,19.0,2467.0,76.0,20.0,1327.0,,,
26015,61.0,-93.82,36.7,1494.56,0.0,0.0,11.0,10.0,215.0,15.0,6.0,591.0,47.0,3.0,6100.0,467.0,131.0,23331.0,276.0,44.0,14799.0,73.0,13.0,3717.0,740.0,45.0,42824.0,116.0,24.0,4324.0,306.0,51.0,14537.0,152.0,3.0,13077.0,342.0,58.0,10597.0,11.0,7.0,130.0,1365.0,86.0,44758.0,131.0,15.0,3188.0,1252.0,73.0,19023.0,793.0,134.0,21770.0,,,
26017,104.0,-85.66,30.25,1170.0,2.38,0.76,,,,45.0,5.0,4008.0,417.0,6.0,51224.0,1124.0,162.0,79158.0,1599.0,88.0,73429.0,287.0,26.0,12858.0,900.0,129.0,46889.0,199.0,59.0,5790.0,1235.0,135.0,55748.0,1177.0,13.0,79256.0,764.0,81.0,27982.0,222.0,19.0,4385.0,6248.0,338.0,269544.0,363.0,36.0,6873.0,4073.0,222.0,57395.0,1519.0,233.0,33799.0,,,
26019,18.0,-85.99,44.64,900.36,0.0,0.0,,,,,,,,,,289.0,101.0,18489.0,,,,21.0,6.0,322.0,160.0,21.0,7611.0,32.0,21.0,1616.0,69.0,24.0,1843.0,,,,76.0,27.0,4050.0,,,,349.0,27.0,15131.0,35.0,17.0,2811.0,1081.0,66.0,26987.0,157.0,46.0,3360.0,,,
26021,154.0,-83.24,31.26,1503.6,1.83,0.42,7.0,3.0,196.0,59.0,5.0,7410.0,1263.0,15.0,163896.0,1604.0,304.0,88584.0,1880.0,149.0,92954.0,627.0,52.0,25219.0,1248.0,197.0,77625.0,730.0,167.0,31224.0,2692.0,271.0,251287.0,2852.0,25.0,427136.0,3576.0,192.0,120272.0,2389.0,32.0,44307.0,8982.0,386.0,433714.0,963.0,71.0,20927.0,6061.0,387.0,112231.0,2556.0,389.0,75965.0,4.0,5.0,528.0
26023,44.0,-85.06,41.92,1345.85,1.74,0.08,,,,,,,66.0,3.0,7653.0,338.0,79.0,16592.0,570.0,36.0,24709.0,101.0,13.0,4297.0,455.0,50.0,22790.0,135.0,34.0,6090.0,564.0,43.0,43909.0,37.0,3.0,2729.0,356.0,27.0,10252.0,95.0,7.0,2267.0,1521.0,86.0,62451.0,103.0,17.0,1839.0,1308.0,81.0,18971.0,395.0,101.0,9421.0,,,
26025,134.0,-96.67,28.5,1860.63,2.03,0.51,4.0,4.0,63.0,51.0,5.0,3518.0,161.0,4.0,19439.0,1300.0,171.0,91279.0,1062.0,89.0,60759.0,848.0,41.0,43492.0,1075.0,155.0,53106.0,369.0,78.0,11669.0,2562.0,173.0,198296.0,1489.0,16.0,285354.0,1784.0,92.0,55989.0,1361.0,22.0,29888.0,9300.0,310.0,534329.0,491.0,42.0,10548.0,6693.0,266.0,151301.0,1901.0,314.0,72087.0,4.0,4.0,185.0
26027,52.0,-94.35,33.06,1316.93,0.0,0.0,16.0,6.0,962.0,,,,,,,285.0,82.0,14986.0,445.0,43.0,24902.0,27.0,5.0,1195.0,198.0,37.0,10636.0,69.0,36.0,2595.0,229.0,51.0,8799.0,,,,224.0,39.0,12933.0,14.0,4.0,107.0,990.0,62.0,32516.0,237.0,22.0,2329.0,863.0,62.0,11899.0,549.0,97.0,16083.0,,,
26029,26.0,-84.97,45.2,1180.38,0.0,0.0,10.0,3.0,254.0,,,,151.0,7.0,18725.0,507.0,115.0,29986.0,54.0,15.0,2369.0,29.0,8.0,1000.0,178.0,42.0,8282.0,173.0,31.0,8841.0,245.0,64.0,9416.0,244.0,7.0,20544.0,208.0,60.0,12955.0,,,,1209.0,76.0,59933.0,165.0,31.0,6238.0,1779.0,88.0,42916.0,327.0,85.0,10933.0,,,
26031,25.0,-84.48,45.44,2062.31,0.0,0.0,9.0,3.0,283.0,4.0,3.0,169.0,,,,318.0,98.0,22597.0,139.0,13.0,6980.0,43.0,11.0,1177.0,177.0,34.0,8667.0,119.0,28.0,3555.0,97.0,30.0,3961.0,,,,51.0,41.0,3831.0,77.0,3.0,2763.0,708.0,52.0,26556.0,66.0,19.0,3641.0,792.0,126.0,25821.0,297.0,92.0,7910.0,,,
26033,38.0,-95.53,45.03,4236.48,2.26,0.11,13.0,6.0,400.0,,,,89.0,4.0,8743.0,274.0,84.0,17324.0,386.0,32.0,14960.0,120.0,14.0,4269.0,275.0,44.0,11661.0,87.0,24.0,2357.0,302.0,43.0,9010.0,,,,99.0,24.0,2517.0,51.0,5.0,1215.0,2068.0,84.0,72794.0,64.0,15.0,2240.0,1897.0,101.0,40842.0,317.0,88.0,6824.0,,,
26035,31.0,-84.85,43.97,1489.68,0.0,0.0,34.0,6.0,1545.0,2.0,3.0,154.0,,,,309.0,65.0,14061.0,157.0,9.0,6762.0,14.0,3.0,713.0,124.0,24.0,4668.0,34.0,14.0,737.0,185.0,36.0,8515.0,,,,178.0,24.0,9853.0,,,,1078.0,72.0,40305.0,56.0,13.0,1584.0,862.0,70.0,12462.0,271.0,58.0,6071.0,,,
26037,78.0,-89.42,38.59,1488.16,1.91,0.14,25.0,10.0,759.0,,,,3.0,3.0,319.0,1429.0,189.0,92368.0,1157.0,67.0,67869.0,228.0,20.0,21449.0,1057.0,82.0,61806.0,396.0,78.0,16059.0,1132.0,129.0,51247.0,58.0,5.0,4709.0,596.0,80.0,26766.0,118.0,14.0,2698.0,1945.0,106.0,75985.0,277.0,15.0,6854.0,1782.0,113.0,24916.0,1035.0,142.0,27689.0,0.0,4.0,125.0
26039,14.0,-80.14,41.7,1458.61,0.0,0.0,13.0,4.0,506.0,,,,,,,89.0,29.0,4463.0,45.0,6.0,2440.0,17.0,5.0,549.0,51.0,11.0,1997.0,34.0,16.0,1051.0,54.0,18.0,3595.0,,,,43.0,11.0,1677.0,,,,992.0,34.0,47309.0,0.0,5.0,357.0,582.0,44.0,9677.0,101.0,24.0,2211.0,,,
26041,36.0,-95.67,33.39,3069.11,2.52,0.04,107.0,25.0,5504.0,24.0,4.0,1853.0,31.0,3.0,2921.0,473.0,100.0,26982.0,298.0,37.0,14119.0,190.0,15.0,6376.0,685.0,57.0,33402.0,56.0,27.0,1492.0,379.0,65.0,10649.0,,,,773.0,35.0,17742.0,133.0,9.0,2511.0,1954.0,92.0,66225.0,109.0,18.0,2922.0,1111.0,90.0,16003.0,575.0,129.0,15267.0,,,
26043,25.0,-97.19,38.88,2011.42,0.0,0.0,120.0,17.0,5469.0,,,,110.0,5.0,11892.0,1701.0,76.0,127597.0,352.0,40.0,18926.0,143.0,13.0,3729.0,318.0,55.0,13646.0,91.0,29.0,2186.0,504.0,55.0,25085.0,78.0,3.0,3701.0,418.0,25.0,12854.0,31.0,5.0,381.0,2488.0,102.0,154908.0,186.0,17.0,2863.0,966.0,78.0,12391.0,381.0,94.0,9537.0,,,
26045,109.0,-84.84,42.59,1500.71,2.3,0.41,92.0,8.0,4377.0,7.0,3.0,637.0,,,,1339.0,196.0,91750.0,2045.0,77.0,109867.0,745.0,47.0,53130.0,4280.0,152.0,368904.0,458.0,93.0,23375.0,1136.0,176.0,64340.0,140.0,10.0,10371.0,2129.0,110.0,68823.0,963.0,30.0,20209.0,3805.0,225.0,167123.0,177.0,30.0,3642.0,5009.0,223.0,78741.0,2323.0,256.0,79631.0,6.0,4.0,138.0
26047,33.0,-94.67,43.37,1254.69,1.68,0.03,10.0,4.0,421.0,,,,52.0,3.0,5876.0,1137.0,254.0,59152.0,316.0,42.0,16761.0,230.0,28.0,9779.0,351.0,72.0,22069.0,200.0,56.0,7042.0,495.0,113.0,33359.0,775.0,6.0,22785.0,678.0,99.0,31718.0,36.0,12.0,844.0,3251.0,185.0,185360.0,420.0,48.0,22305.0,2645.0,149.0,65802.0,768.0,130.0,28189.0,,,
26049,408.0,-83.73,43.02,1682.43,2.25,1.8,25.0,5.0,866.0,3.0,3.0,413.0,427.0,8.0,48371.0,5548.0,593.0,379961.0,6655.0,291.0,490594.0,1218.0,122.0,60643.0,4005.0,426.0,261332.0,2080.0,322.0,79309.0,4566.0,619.0,223561.0,2138.0,62.0,169518.0,9754.0,371.0,319254.0,2217.0,92.0,81866.0,26327.0,1306.0,1281353.0,1350.0,104.0,29848.0,13948.0,702.0,232340.0,6002.0,830.0,170736.0,51.0,10.0,913.0
26051,25.0,-84.39,43.97,1336.32,0.0,0.0,91.0,4.0,4745.0,,,,,,,364.0,68.0,18287.0,66.0,12.0,2544.0,18.0,5.0,343.0,96.0,16.0,5182.0,138.0,19.0,4662.0,61.0,20.0,2065.0,,,,92.0,17.0,4581.0,,,,656.0,38.0,23454.0,19.0,7.0,402.0,484.0,37.0,6544.0,209.0,42.0,4238.0,,,
26053,15.0,-89.66,46.4,2964.73,0.0,0.0,112.0,22.0,5156.0,,,,,,,90.0,31.0,6105.0,58.0,9.0,2540.0,79.0,11.0,2111.0,90.0,19.0,3538.0,45.0,11.0,936.0,87.0,15.0,4918.0,,,,43.0,8.0,1075.0,,,,566.0,31.0,30447.0,37.0,6.0,599.0,967.0,52.0,13415.0,147.0,46.0,3510.0,,,
26055,92.0,-85.58,44.64,1270.63,1.81,0.16,139.0,6.0,7032.0,144.0,25.0,10618.0,250.0,8.0,26280.0,2819.0,379.0,154393.0,1583.0,142.0,85555.0,701.0,71.0,34461.0,2429.0,186.0,186694.0,593.0,170.0,23907.0,1913.0,367.0,117579.0,605.0,17.0,51766.0,1460.0,175.0,62211.0,1088.0,33.0,36595.0,9704.0,400.0,507570.0,619.0,50.0,16249.0,6230.0,278.0,148284.0,1957.0,293.0,68379.0,7.0,5.0,91.0
26057,41.0,-84.61,43.29,1480.48,6.52,0.04,236.0,7.0,9279.0,,,,,,,242.0,61.0,9009.0,419.0,30.0,24447.0,56.0,13.0,2065.0,360.0,42.0,17789.0,53.0,18.0,1653.0,289.0,28.0,13065.0,,,,592.0,27.0,13082.0,772.0,4.0,18599.0,2282.0,103.0,104536.0,41.0,11.0,1080.0,1002.0,72.0,16680.0,438.0,85.0,11412.0,,,
26059,46.0,-84.6,41.88,1571.94,0.0,0.0,19.0,4.0,885.0,,,,,,,372.0,74.0,13378.0,353.0,39.0,15899.0,105.0,13.0,3282.0,285.0,46.0,15554.0,44.0,21.0,1092.0,187.0,41.0,8178.0,,,,500.0,23.0,16722.0,705.0,9.0,39119.0,1490.0,84.0,53988.0,39.0,10.0,819.0,915.0,71.0,12391.0,440.0,89.0,10514.0,,,
26061,36.0,-88.78,46.86,2698.71,2.04,0.11,68.0,20.0,2979.0,,,,67.0,4.0,6241.0,516.0,105.0,28967.0,142.0,21.0,6808.0,220.0,23.0,9640.0,445.0,49.0,20356.0,93.0,24.0,2476.0,503.0,69.0,30657.0,,,,142.0,22.0,4123.0,390.0,20.0,8068.0,1960.0,95.0,89131.0,45.0,12.0,858.0,1566.0,106.0,21182.0,374.0,103.0,8523.0,,,
26063,31.0,-82.59,41.13,2196.7,0.0,0.0,36.0,6.0,1538.0,,,,48.0,6.0,5961.0,415.0,116.0,19137.0,393.0,38.0,19939.0,187.0,22.0,12955.0,393.0,65.0,20825.0,21.0,17.0,746.0,232.0,44.0,17789.0,119.0,3.0,8615.0,359.0,39.0,10519.0,25.0,3.0,519.0,1858.0,100.0,74789.0,31.0,16.0,1226.0,795.0,91.0,12036.0,443.0,100.0,9601.0,,,
26065,291.0,-84.38,42.59,1452.19,3.16,3.41,173.0,11.0,7810.0,30.0,6.0,1504.0,476.0,11.0,50102.0,4595.0,380.0,309028.0,3029.0,222.0,175335.0,2535.0,163.0,150703.0,9761.0,416.0,832586.0,2392.0,266.0,107567.0,6828.0,725.0,503763.0,3609.0,36.0,260830.0,6442.0,287.0,245588.0,2196.0,98.0,75236.0,23461.0,762.0,1130996.0,1934.0,86.0,37232.0,13067.0,644.0,210965.0,7169.0,790.0,299440.0,4.0,8.0,346.0
26067,64.0,-85.07,42.95,1502.21,2.07,0.27,,,,,,,76.0,3.0,5639.0,663.0,122.0,37894.0,331.0,30.0,15665.0,30.0,12.0,1966.0,545.0,63.0,28770.0,56.0,24.0,1500.0,178.0,43.0,8488.0,,,,436.0,35.0,14358.0,85.0,8.0,1704.0,1179.0,94.0,53608.0,113.0,12.0,1846.0,1182.0,81.0,17547.0,629.0,116.0,13952.0,,,
26069,25.0,-83.66,44.35,1467.05,0.0,0.0,12.0,6.0,485.0,,,,,,,226.0,80.0,13602.0,16.0,6.0,603.0,72.0,9.0,2918.0,245.0,36.0,12787.0,58.0,19.0,1579.0,170.0,33.0,7891.0,40.0,4.0,2238.0,437.0,22.0,9900.0,,,,931.0,63.0,36445.0,56.0,13.0,1715.0,731.0,74.0,11596.0,262.0,74.0,5316.0,2.0,3.0,51.0
26071,11.0,-90.7,37.58,3137.3,0.0,0.0,50.0,16.0,1743.0,,,,,,,148.0,42.0,7863.0,76.0,8.0,3261.0,36.0,7.0,1095.0,118.0,24.0,5080.0,41.0,18.0,922.0,84.0,29.0,5231.0,,,,118.0,10.0,3504.0,,,,335.0,20.0,18474.0,39.0,3.0,1057.0,384.0,35.0,4856.0,134.0,39.0,3246.0,,,
26073,71.0,-84.85,43.63,1496.27,4.8,0.36,29.0,8.0,1247.0,422.0,24.0,24216.0,,,,2858.0,138.0,213990.0,616.0,59.0,28574.0,266.0,28.0,12295.0,538.0,77.0,29379.0,1042.0,62.0,36064.0,588.0,87.0,30621.0,1099.0,14.0,55543.0,784.0,46.0,33274.0,225.0,10.0,8360.0,2991.0,207.0,105286.0,206.0,23.0,4459.0,5466.0,135.0,118119.0,833.0,143.0,23012.0,1.0,4.0,36.0
26075,159.0,-96.56,28.92,1873.79,2.37,0.64,5.0,4.0,201.0,52.0,5.0,4183.0,2057.0,14.0,276397.0,1717.0,249.0,104290.0,1815.0,142.0,100482.0,461.0,51.0,20026.0,1544.0,171.0,88721.0,558.0,107.0,20146.0,2934.0,216.0,252619.0,913.0,18.0,99651.0,3025.0,127.0,106743.0,1456.0,26.0,28780.0,10320.0,399.0,567244.0,360.0,43.0,7780.0,5191.0,268.0,82748.0,1836.0,300.0,51997.0,6.0,6.0,59.0
26077,263.0,-85.54,42.25,1502.88,2.64,1.83,4.0,5.0,164.0,62.0,8.0,4496.0,262.0,5.0,23770.0,5045.0,404.0,322657.0,5465.0,259.0,438353.0,1116.0,89.0,56914.0,5214.0,373.0,384145.0,2435.0,235.0,99835.0,4317.0,548.0,280202.0,5446.0,43.0,529081.0,5361.0,298.0,200550.0,2263.0,78.0,74658.0,20557.0,702.0,1150997.0,1851.0,97.0,34824.0,12790.0,581.0,215318.0,4622.0,593.0,144953.0,26.0,7.0,247.0
26079,18.0,-85.1,44.68,1477.67,0.0,0.0,,,,297.0,12.0,21452.0,,,,389.0,49.0,38718.0,178.0,15.0,14211.0,41.0,9.0,2299.0,64.0,17.0,2943.0,179.0,7.0,12156.0,44.0,21.0,1435.0,,,,327.0,11.0,18178.0,,,,642.0,22.0,30866.0,7.0,4.0,691.0,362.0,27.0,5980.0,149.0,41.0,4904.0,,,
26081,648.0,-100.78,33.17,2258.28,2.83,4.13,613.0,15.0,20273.0,92.0,9.0,6508.0,987.0,21.0,100483.0,17096.0,1451.0,1120393.0,28538.0,1141.0,1819838.0,5841.0,342.0,353095.0,15876.0,1198.0,1269226.0,4390.0,731.0,211422.0,16537.0,1792.0,1180736.0,16446.0,188.0,1429098.0,26018.0,940.0,966773.0,15576.0,221.0,521100.0,53899.0,1689.0,2873849.0,5661.0,264.0,115273.0,31587.0,1366.0,577917.0,16178.0,1774.0,501777.0,45.0,16.0,1415.0
26083,2.0,-88.07,47.39,1519.2,0.0,0.0,10.0,3.0,310.0,,,,,,,46.0,5.0,2648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,3.0,1140.0,113.0,24.0,2201.0,5.0,3.0,97.0,,,
26085,12.0,-122.78,39.05,1487.35,0.0,0.0,21.0,3.0,702.0,,,,,,,70.0,18.0,2051.0,9.0,4.0,529.0,,,,69.0,6.0,2947.0,18.0,3.0,204.0,43.0,5.0,2099.0,,,,12.0,4.0,658.0,,,,252.0,15.0,10104.0,6.0,6.0,267.0,141.0,26.0,2241.0,68.0,20.0,1070.0,,,
26087,88.0,-83.23,43.09,1716.69,4.2,0.02,36.0,7.0,1196.0,10.0,3.0,776.0,,,,1079.0,233.0,61796.0,412.0,59.0,19368.0,158.0,28.0,4791.0,451.0,91.0,21327.0,291.0,59.0,8865.0,606.0,127.0,24898.0,11.0,3.0,816.0,989.0,101.0,35111.0,161.0,13.0,4227.0,2972.0,196.0,119163.0,151.0,31.0,4631.0,2447.0,134.0,38296.0,881.0,190.0,22666.0,,,
26089,22.0,-85.81,44.89,974.96,0.0,0.0,10.0,3.0,348.0,144.0,7.0,10416.0,,,,643.0,128.0,29327.0,49.0,6.0,1888.0,111.0,12.0,5567.0,238.0,36.0,17306.0,56.0,27.0,2473.0,184.0,67.0,11826.0,,,,250.0,49.0,11476.0,99.0,6.0,2809.0,531.0,55.0,22240.0,83.0,31.0,4491.0,889.0,83.0,31888.0,205.0,68.0,5872.0,,,
26091,98.0,-84.06,41.87,1971.61,2.8,0.22,23.0,3.0,614.0,,,,119.0,4.0,11805.0,828.0,168.0,47123.0,553.0,67.0,31038.0,417.0,31.0,12635.0,822.0,105.0,57062.0,229.0,70.0,7956.0,465.0,106.0,20223.0,119.0,7.0,10907.0,728.0,90.0,20325.0,1650.0,13.0,34929.0,3005.0,233.0,130205.0,283.0,28.0,8631.0,2914.0,177.0,43136.0,1552.0,228.0,41654.0,19.0,7.0,127.0
26093,190.0,-88.56,40.87,1516.39,1.83,0.16,16.0,6.0,755.0,31.0,6.0,2107.0,116.0,3.0,12786.0,4019.0,672.0,253078.0,2380.0,245.0,182033.0,649.0,67.0,50412.0,4339.0,264.0,129170.0,515.0,165.0,20893.0,2880.0,493.0,170586.0,125.0,24.0,11370.0,2540.0,259.0,104278.0,770.0,51.0,22186.0,9203.0,431.0,267274.0,822.0,86.0,17996.0,6108.0,306.0,105864.0,2866.0,406.0,83614.0,3.0,4.0,340.0
26095,6.0,-85.56,46.48,2401.84,2.22,0.02,47.0,10.0,1896.0,,,,,,,37.0,11.0,1701.0,42.0,7.0,2890.0,19.0,3.0,464.0,54.0,8.0,2014.0,71.0,6.0,1641.0,15.0,8.0,340.0,,,,9.0,5.0,173.0,,,,386.0,19.0,18076.0,11.0,4.0,306.0,194.0,19.0,2777.0,67.0,17.0,1165.0,,,
26097,11.0,-85.03,46.09,2790.31,0.0,0.0,31.0,15.0,993.0,,,,,,,189.0,56.0,7918.0,21.0,7.0,711.0,16.0,3.0,565.0,92.0,20.0,3780.0,9.0,12.0,1610.0,31.0,17.0,1420.0,,,,46.0,12.0,6410.0,23.0,7.0,1272.0,386.0,20.0,18499.0,42.0,16.0,1873.0,584.0,99.0,52221.0,113.0,31.0,2851.0,,,
26099,870.0,-82.9,42.67,1255.11,2.31,18.13,19.0,8.0,540.0,24.0,5.0,1052.0,473.0,13.0,53087.0,15465.0,1928.0,1182937.0,15784.0,847.0,964075.0,3936.0,243.0,197297.0,5642.0,908.0,340267.0,3968.0,663.0,166415.0,33942.0,1527.0,3520864.0,3443.0,92.0,314586.0,16515.0,1040.0,673285.0,2465.0,157.0,67977.0,42116.0,2783.0,1913789.0,2902.0,232.0,58799.0,32004.0,1730.0,539018.0,11772.0,1789.0,343501.0,8.0,16.0,205.0
